long	lat	ident	comment
-73.1878032562123	41.4107173581304	A	Lake Zoar
-73.1745735599778	41.3903621596909	B	Lake Zoar
-73.1876581381861	41.3951279106205	C	Lake Zoar
-73.2076102757033	41.4187921409131	D	Lake Zoar
-73.2443875571027	41.4291380380791	E	Lake Zoar
-73.2693608423924	41.4385984350778	F	Lake Zoar
-73.285096889411	41.4509845282254	G	Lake Zoar
-73.2681788092075	41.4468504558888	H	Lake Zoar
-73.2413782419362	41.4362596834198	I	Lake Zoar
-73.213706191714	41.4254281852001	J	Lake Zoar
